name_norm,latitude,longitude,country,is_city,is_main_station,is_airport
Aragosa,40.9707443,-2.7117468,Espagne,VRAI,FAUX,FAUX
Arcas,39.9870355,-2.1137625,Espagne,VRAI,FAUX,FAUX
Arcos,42.41449,-7.03156,Espagne,VRAI,FAUX,FAUX
Ares,43.4278913,-8.2439094999999991,Espagne,VRAI,FAUX,FAUX
Argamasilla de Calatrava,38.7273897,-4.0784894,Espagne,VRAI,FAUX,FAUX
Arguelles,43.390049,-5.72765,Espagne,VRAI,FAUX,FAUX
Armariz,42.3743609,-7.7235728,Espagne,VRAI,FAUX,FAUX
A Salgueira,41.92854,-7.52466,Espagne,VRAI,FAUX,FAUX
As Cortes,42.34995,-8.16202,Espagne,VRAI,FAUX,FAUX
As Regadas,42.3356202,-8.146017,Espagne,VRAI,FAUX,FAUX
Atin,42.1640872,-8.6521011,Espagne,VRAI,FAUX,FAUX
A Torre,42.36315,-8.72589,Espagne,VRAI,FAUX,FAUX
Augas Santas,42.2400624,-7.7870875,Espagne,VRAI,FAUX,FAUX
Aveinte,40.782372,-4.83683,Espagne,VRAI,FAUX,FAUX
Balea,42.4683182,-8.9068936,Espagne,VRAI,FAUX,FAUX
Barbano,38.8744591,-6.5870143,Espagne,VRAI,FAUX,FAUX
Barrio Nuevo,38.0901942,-0.8959928,Espagne,VRAI,FAUX,FAUX
Baxin,42.52703,-8.11582,Espagne,VRAI,FAUX,FAUX
Beade,42.3288281,-8.1274094,Espagne,VRAI,FAUX,FAUX
Beiro,42.3409,-8.15257,Espagne,VRAI,FAUX,FAUX
Belinchon,40.041614,-3.057575,Espagne,VRAI,FAUX,FAUX
Bendillo,42.436956,-7.20777,Espagne,VRAI,FAUX,FAUX
Bergazos,42.6677757,-8.1458924,Espagne,VRAI,FAUX,FAUX
Bernuy,39.9217448,-4.5979243,Espagne,VRAI,FAUX,FAUX
Berrocalejo de Aragona,40.694832,-4.59342,Espagne,VRAI,FAUX,FAUX
Bertamirans,42.86025,-8.65182,Espagne,VRAI,FAUX,FAUX
Bieite,42.3413994,-8.1251308,Espagne,VRAI,FAUX,FAUX
Bigastro,38.0629166,-0.895373,Espagne,VRAI,FAUX,FAUX
Boadilla del Monte,40.414401,-3.8440336,Espagne,VRAI,FAUX,FAUX
Bolanos de Calatrava,38.9068623,-3.664859,Espagne,VRAI,FAUX,FAUX
Bonares,37.32423,-6.68073,Espagne,VRAI,FAUX,FAUX
Bouzas,42.2346862,-7.6898815,Espagne,VRAI,FAUX,FAUX
Broullon,42.308797,-8.7415571,Espagne,VRAI,FAUX,FAUX
Bubal,42.68391,-0.32243,Espagne,VRAI,FAUX,FAUX
Buelles,43.3356631,-4.5347249,Espagne,VRAI,FAUX,FAUX
Cabeanca,42.3920582,-7.8972489,Espagne,VRAI,FAUX,FAUX
Cabezon,43.050018,-5.77007,Espagne,VRAI,FAUX,FAUX
Cabreira,42.6291416,-8.0960095,Espagne,VRAI,FAUX,FAUX
Cachamuina,42.3392,-7.80584,Espagne,VRAI,FAUX,FAUX
Cadrelo,42.35512,-8.69486,Espagne,VRAI,FAUX,FAUX
Calvarrasa de Abajo,40.947125,-5.528335,Espagne,VRAI,FAUX,FAUX
Camarasa,41.8745355,0.877424799999972,Espagne,VRAI,FAUX,FAUX
Camas,37.40202,-6.03314,Espagne,VRAI,FAUX,FAUX
Cambados,42.5149646,-8.8155397,Espagne,VRAI,FAUX,FAUX
Cambeo,42.4102461,-7.8717874,Espagne,VRAI,FAUX,FAUX
Campo y Santibanez,42.6824909,-5.6354983,Espagne,VRAI,FAUX,FAUX
Can Carbonell,41.80304,2.84757,Espagne,VRAI,FAUX,FAUX
Cangas,42.2888228,-8.7841128,Espagne,VRAI,FAUX,FAUX
Cantaracillo,40.909349,-5.150705,Espagne,VRAI,FAUX,FAUX
Carral,43.2122718,-8.3588305,Espagne,VRAI,FAUX,FAUX
Carriches,39.9637,-4.45817,Espagne,VRAI,FAUX,FAUX
Casar de Talavera,39.963692,-4.91761,Espagne,VRAI,FAUX,FAUX
Casas de Roldan,39.2878045,-2.3763551,Espagne,VRAI,FAUX,FAUX
Casas Novas,42.463829,-7.9743514,Espagne,VRAI,FAUX,FAUX
Casasoa,42.1609156,-7.6956464,Espagne,VRAI,FAUX,FAUX
Casnaloba,42.1626219,-7.7566235,Espagne,VRAI,FAUX,FAUX
Caspedro,42.4663114,-7.2535165,Espagne,VRAI,FAUX,FAUX
Castadon,42.3457122,-7.8144582,Espagne,VRAI,FAUX,FAUX
Castejon Del Puente,41.960863,0.133735,Espagne,VRAI,FAUX,FAUX
Castellana,42.2784471,-7.8165498,Espagne,VRAI,FAUX,FAUX
Castillazuelo,42.070572,0.06572,Espagne,VRAI,FAUX,FAUX
Catasos,42.6294342,-8.1029904,Espagne,VRAI,FAUX,FAUX
Catral,38.159791,-0.8003795,Espagne,VRAI,FAUX,FAUX
Caudete de las Fuentes,39.5579363,-1.2792382,Espagne,VRAI,FAUX,FAUX
Cazalegas,40.009628,-4.6769,Espagne,VRAI,FAUX,FAUX
Cebanico,42.724798,-5.026373,Espagne,VRAI,FAUX,FAUX
Cebolla,39.9466478,-4.5688847,Espagne,VRAI,FAUX,FAUX
Cerreda,42.38587,-7.63479,Espagne,VRAI,FAUX,FAUX
Cerval,42.38905,-7.93581,Espagne,VRAI,FAUX,FAUX
Chaherrero,40.84972,-4.96271,Espagne,VRAI,FAUX,FAUX
Cima de Vila,42.18426,-7.71766,Espagne,VRAI,FAUX,FAUX
Cinco Olivas,41.339834,-0.371893,Espagne,VRAI,FAUX,FAUX
Coiron,42.4591,-8.80637,Espagne,VRAI,FAUX,FAUX
Collbato,41.565912,1.827961,Espagne,VRAI,FAUX,FAUX
Combarro,42.4265828,-8.708816,Espagne,VRAI,FAUX,FAUX
Combarros,42.51919,-6.12569,Espagne,VRAI,FAUX,FAUX
Comillas,43.3860255536618,-4.2916202545166,Espagne,VRAI,FAUX,FAUX
Conchel,41.88665,0.14151,Espagne,VRAI,FAUX,FAUX
Copons,41.63662,1.5181,Espagne,VRAI,FAUX,FAUX
Corao,43.34665,-5.06676,Espagne,VRAI,FAUX,FAUX
Corbera,39.158386900000004,-0.353066600000034,Espagne,VRAI,FAUX,FAUX
Corchuela,39.98742,-5.1811999,Espagne,VRAI,FAUX,FAUX
Corcubion,42.941132,-9.19232,Espagne,VRAI,FAUX,FAUX
Corrales,37.2737055,-6.9883692,Espagne,VRAI,FAUX,FAUX
Cortinas,42.34749,-7.78889,Espagne,VRAI,FAUX,FAUX
Covadonga,43.30819,-5.05491,Espagne,VRAI,FAUX,FAUX
Cumbres de en Medio,38.07292,-6.69389,Espagne,VRAI,FAUX,FAUX
Dacon,42.4220759,-8.0490172,Espagne,VRAI,FAUX,FAUX
Dadin,42.5025699,-8.1160415,Espagne,VRAI,FAUX,FAUX
Deltebre,40.7212388,0.717649199999983,Espagne,VRAI,FAUX,FAUX
Dolores,38.1384209,-0.7731306,Espagne,VRAI,FAUX,FAUX
Domingo Perez,39.9753562,-4.5050538,Espagne,VRAI,FAUX,FAUX
Dozon,42.5681967,-8.0478674,Espagne,VRAI,FAUX,FAUX
El Baden,38.1057749,-0.862994,Espagne,VRAI,FAUX,FAUX
Elche,38.26218,-0.70107,Espagne,VRAI,FAUX,FAUX
El Grao,39.985454,0.0194380000000365,Espagne,VRAI,FAUX,FAUX
El Lugarico,41.6461672,-0.7916201,Espagne,VRAI,FAUX,FAUX
El Perello,40.8743104,0.711249500000008,Espagne,VRAI,FAUX,FAUX
El Perrunal,37.71147,-6.87266,Espagne,VRAI,FAUX,FAUX
El Ponton,39.4757845,-1.1203346,Espagne,VRAI,FAUX,FAUX
El Puerto de Santa Maria,36.593892350365,-6.23298168182373,Espagne,VRAI,FAUX,FAUX
El Realenc,38.2009631,-0.8135145,Espagne,VRAI,FAUX,FAUX
El Rosal,37.947708,-4.82935,Espagne,VRAI,FAUX,FAUX
Els Garidells,41.2067714,1.2426891,Espagne,VRAI,FAUX,FAUX
els Poblets,38.85381,0.02103,Espagne,VRAI,FAUX,FAUX
El Tarros,41.7,1.03333,Espagne,VRAI,FAUX,FAUX
Encinas de Abajo,40.933498,-5.46627,Espagne,VRAI,FAUX,FAUX
Endarlatsa,43.2940807,-1.73140450000005,Espagne,VRAI,FAUX,FAUX
Escalonilla,39.9241162,-4.3398693,Espagne,VRAI,FAUX,FAUX
Escanilla,42.73489,-0.31328,Espagne,VRAI,FAUX,FAUX
Escuer,42.59436,-0.32856,Espagne,VRAI,FAUX,FAUX
Esparragalejo,38.9428677,-6.4358123,Espagne,VRAI,FAUX,FAUX
Esparreguera,41.53333,1.86667,Espagne,VRAI,FAUX,FAUX
Espartinas,37.38154,-6.12578,Espagne,VRAI,FAUX,FAUX
Esplus,41.798618,0.27337,Espagne,VRAI,FAUX,FAUX
Esquivias,40.106595,-3.7761129,Espagne,VRAI,FAUX,FAUX
Estepa,37.29263,-4.87896,Espagne,VRAI,FAUX,FAUX
Extramundi de Arriba,42.7452595,-8.6654329,Espagne,VRAI,FAUX,FAUX
Falset,41.1454006,0.8204726,Espagne,VRAI,FAUX,FAUX
Favara,39.1273709,-0.2913559,Espagne,VRAI,FAUX,FAUX
Fene,43.4750869,-8.164221,Espagne,VRAI,FAUX,FAUX
Fonteantigua,42.39017,-8.11027,Espagne,VRAI,FAUX,FAUX
Fontefria,42.3912,-7.94767,Espagne,VRAI,FAUX,FAUX
Fontscaldes,41.3328488,1.2316232,Espagne,VRAI,FAUX,FAUX
Fragamoreira,42.45666,-8.67434,Espagne,VRAI,FAUX,FAUX
Fuentemilanos,40.8744387,-4.22885,Espagne,VRAI,FAUX,FAUX
Fuentenava De Jabaga,40.086079,-2.26382,Espagne,VRAI,FAUX,FAUX
Fuenterrobles,39.5844664,-1.3641134,Espagne,VRAI,FAUX,FAUX
Galdakao,43.2313783,-2.84475240000006,Espagne,VRAI,FAUX,FAUX
Gamarra Mayor,42.8776284,-2.6580787,Espagne,VRAI,FAUX,FAUX
Garray,41.8161693453,-2.44591712952,Espagne,VRAI,FAUX,FAUX
Gata de Gorgos,38.77443,0.08538,Espagne,VRAI,FAUX,FAUX
Gatomorto,42.4615099,-8.60651,Espagne,VRAI,FAUX,FAUX
Gavin,42.619629,-0.2967885,Espagne,VRAI,FAUX,FAUX
Gerindote,39.9681972,-4.300491,Espagne,VRAI,FAUX,FAUX
Getafe,40.3082504,-3.7323934,Espagne,VRAI,FAUX,FAUX
Gimialcon,40.8773452,-5.1230122,Espagne,VRAI,FAUX,FAUX
Gobernador,37.47845,-3.32119,Espagne,VRAI,FAUX,FAUX
Gomariz,42.37955,-8.11794,Espagne,VRAI,FAUX,FAUX
Graena,37.3036393,-3.2211109000000002,Espagne,VRAI,FAUX,FAUX
Grajalejo de las Matas,42.40082,-5.34319,Espagne,VRAI,FAUX,FAUX
Guadajira,38.8516894,-6.68006869999999,Espagne,VRAI,FAUX,FAUX
Guadarrama,40.67663,-4.09957,Espagne,VRAI,FAUX,FAUX
Guamil,42.20463,-7.67664,Espagne,VRAI,FAUX,FAUX
Guimarei,41.9693732,-7.5237282,Espagne,VRAI,FAUX,FAUX
Guindibo,43.0503137,-8.4194399,Espagne,VRAI,FAUX,FAUX
Gustei,42.3906,-7.85403,Espagne,VRAI,FAUX,FAUX
Heras de Ayuso,40.7889517,-3.0995816,Espagne,VRAI,FAUX,FAUX
Higuera la Real,38.13333,-6.68333,Espagne,VRAI,FAUX,FAUX
Hijar,41.1732193,-0.449057499999981,Espagne,VRAI,FAUX,FAUX
Hinojales,38.007623100000004,-6.5883492,Espagne,VRAI,FAUX,FAUX
Hita,40.821486,-3.045396,Espagne,VRAI,FAUX,FAUX
Illa de Arousa,42.5508326,-8.86488,Espagne,VRAI,FAUX,FAUX
Illan de Vacas,39.9704821,-4.5563796,Espagne,VRAI,FAUX,FAUX
Infanzon,43.519341,-5.58712,Espagne,VRAI,FAUX,FAUX
Jimenado,37.7610682,-1.0376686,Espagne,VRAI,FAUX,FAUX
La Canada,36.8389173,-2.40704970000002,Espagne,VRAI,FAUX,FAUX
La Coronada,38.9192881,-5.6707756,Espagne,VRAI,FAUX,FAUX
La Guardia,39.787319,-3.47382,Espagne,VRAI,FAUX,FAUX
La Guardia dels Prats,41.397952,1.1706946,Espagne,VRAI,FAUX,FAUX
Laguna de Duero,41.5823975,-4.7215266,Espagne,VRAI,FAUX,FAUX
La Haba,38.9175811,-5.8009768,Espagne,VRAI,FAUX,FAUX
La Herreria,43.281841,-4.43991,Espagne,VRAI,FAUX,FAUX
La Losa,40.8531803,-4.1635318,Espagne,VRAI,FAUX,FAUX
La Mata,39.9446595,-4.4364855,Espagne,VRAI,FAUX,FAUX
La Mata de la Riba,42.9,-5.4,Espagne,VRAI,FAUX,FAUX
La Melgosa,40.0261656,-2.0956363,Espagne,VRAI,FAUX,FAUX
La Orbada,41.095884,-5.48087,Espagne,VRAI,FAUX,FAUX
La Panadella,41.6181972,1.4003139,Espagne,VRAI,FAUX,FAUX
La Prenyanosa,41.71152,1.28957,Espagne,VRAI,FAUX,FAUX
La Puebla de Castro,42.1439442,0.2872454,Espagne,VRAI,FAUX,FAUX
La Pueblanueva,39.9143267,-4.6769296,Espagne,VRAI,FAUX,FAUX
Laro,42.6297139,-8.2221523,Espagne,VRAI,FAUX,FAUX
La Seca,41.596978,-2.710152,Espagne,VRAI,FAUX,FAUX
Laserna,42.5012687,-2.5064882,Espagne,VRAI,FAUX,FAUX
Las Gabias,37.1346055,-3.6693027,Espagne,VRAI,FAUX,FAUX
La Sota,43.4910742,-5.8540528,Espagne,VRAI,FAUX,FAUX
Las Vegas,39.9585633,-4.7025365,Espagne,VRAI,FAUX,FAUX
La Torre,39.6689717,-1.2631646,Espagne,VRAI,FAUX,FAUX
La Valcueva,42.8475993,-5.4863015,Espagne,VRAI,FAUX,FAUX
Lestedo,42.7972270814796,-8.46917152404785,Espagne,VRAI,FAUX,FAUX
Lezama,43.2741817,-2.8328025,Espagne,VRAI,FAUX,FAUX
Lilla,41.348824,1.2125404,Espagne,VRAI,FAUX,FAUX
Linyola,41.7,0.91667,Espagne,VRAI,FAUX,FAUX
Lira,42.79849,-9.12816,Espagne,VRAI,FAUX,FAUX
Listanco,42.3964518,-8.0054795,Espagne,VRAI,FAUX,FAUX
Lizartza,43.103022,-2.035029,Espagne,VRAI,FAUX,FAUX
Llagostera,41.8265546,2.8930242,Espagne,VRAI,FAUX,FAUX
Llivia,42.46462,1.9807,Espagne,VRAI,FAUX,FAUX
Lobon,38.85,-6.61667,Espagne,VRAI,FAUX,FAUX
Lona do Monte,42.3705799,-7.69971,Espagne,VRAI,FAUX,FAUX
Lonoa,42.35734,-7.75146,Espagne,VRAI,FAUX,FAUX
Los Cerralbos,39.98486,-4.569,Espagne,VRAI,FAUX,FAUX
Lucena del Puerto,37.30396,-6.72926,Espagne,VRAI,FAUX,FAUX
Lucillos,39.9865524,-4.6128788,Espagne,VRAI,FAUX,FAUX
Luintra,42.4105083,-7.7267447,Espagne,VRAI,FAUX,FAUX
Luyando,43.1014878,-2.99860680000006,Espagne,VRAI,FAUX,FAUX
Maceda,42.2681124,-7.6496342,Espagne,VRAI,FAUX,FAUX
Madarnas,42.45695,-8.09369,Espagne,VRAI,FAUX,FAUX
Madrosende,42.39627,-7.87919,Espagne,VRAI,FAUX,FAUX
Mainar,41.1925166,-1.3029493,Espagne,VRAI,FAUX,FAUX
Malateria,43.3844636,-4.9203951,Espagne,VRAI,FAUX,FAUX
Mallou,42.8086858,-9.0978926,Espagne,VRAI,FAUX,FAUX
Malpica de Tajo,39.899504,-4.5505533,Espagne,VRAI,FAUX,FAUX
Mandayona,40.9556546,-2.7499835,Espagne,VRAI,FAUX,FAUX
Manises,39.49139,-0.46349,Espagne,VRAI,FAUX,FAUX
Marcon,42.4145103,-8.6176135,Espagne,VRAI,FAUX,FAUX
Margaride,42.4813613,-7.3393456,Espagne,VRAI,FAUX,FAUX
Marin,42.3933929,-8.7019806,Espagne,VRAI,FAUX,FAUX
Maside,42.411568,-8.0249722,Espagne,VRAI,FAUX,FAUX
Matalobos del Paramo,42.41828,-5.81636,Espagne,VRAI,FAUX,FAUX
Meano,42.444776,-8.7816706,Espagne,VRAI,FAUX,FAUX
Mediana de Voltoya,40.71026,-4.570325,Espagne,VRAI,FAUX,FAUX
Melon,42.2578914,-8.2149499,Espagne,VRAI,FAUX,FAUX
Membrilla,38.9726307,-3.3461408,Espagne,VRAI,FAUX,FAUX
Mendiguren,42.8998682,-2.7024255,Espagne,VRAI,FAUX,FAUX
Mendoia,42.3325347014738,-7.22994804382324,Espagne,VRAI,FAUX,FAUX
Mengabril,38.9354983,-5.933706,Espagne,VRAI,FAUX,FAUX
Miguelturra,38.968369,-3.89704,Espagne,VRAI,FAUX,FAUX
Minan,42.3460196,-8.7057949,Espagne,VRAI,FAUX,FAUX
Miramar,38.9587061,-0.1278922,Espagne,VRAI,FAUX,FAUX
Moana,42.2813653,-8.739914,Espagne,VRAI,FAUX,FAUX
Mocejon,39.9371677,-3.9164313,Espagne,VRAI,FAUX,FAUX
Mogor,42.3857705,-8.7128488,Espagne,VRAI,FAUX,FAUX
Mohorte,40.0075382,-2.0619241,Espagne,VRAI,FAUX,FAUX
Monflorite,42.09446,-0.35637,Espagne,VRAI,FAUX,FAUX
Monistrol de Montserrat,41.6105548,1.8426265,Espagne,VRAI,FAUX,FAUX
Monover,38.4359831,-0.840116,Espagne,VRAI,FAUX,FAUX
Montalvos,39.1670358,-2.0271789,Espagne,VRAI,FAUX,FAUX
Montforte del Cid,38.3788429,-0.7283354,Espagne,VRAI,FAUX,FAUX
Montuenga,41.2241667,-2.2138889,Espagne,VRAI,FAUX,FAUX
Moradela,42.4799784149228,-7.59889125823975,Espagne,VRAI,FAUX,FAUX
Morales,42.4206793,-6.0977962,Espagne,VRAI,FAUX,FAUX
Morgovejo,42.84481,-4.9584,Espagne,VRAI,FAUX,FAUX
Mos,42.2039888908734,-8.60221308481619,Espagne,VRAI,FAUX,FAUX
Mourazos,41.8827561,-7.4330683,Espagne,VRAI,FAUX,FAUX
Mugardos,43.4599466,-8.2558155,Espagne,VRAI,FAUX,FAUX
Murgia,42.9563793,-2.8200531,Espagne,VRAI,FAUX,FAUX
Nacimiento,37.10615,-2.64846,Espagne,VRAI,FAUX,FAUX
Naron,43.4969488,-8.2012332,Espagne,VRAI,FAUX,FAUX
Navacerrada,40.7285661,-4.0146372,Espagne,VRAI,FAUX,FAUX
Navas de Riofrio,40.8634147,-4.1378347,Espagne,VRAI,FAUX,FAUX
Negredo,41.0273889,-2.8583339,Espagne,VRAI,FAUX,FAUX
Noalla,42.4314823,-8.8536771,Espagne,VRAI,FAUX,FAUX
Nocedo,42.4692629,-7.3080513,Espagne,VRAI,FAUX,FAUX
Nogueira,42.45752,-7.32993,Espagne,VRAI,FAUX,FAUX
Noves,40.047652,-4.2714454,Espagne,VRAI,FAUX,FAUX
Nuez de Ebro,41.58957,-0.66774,Espagne,VRAI,FAUX,FAUX
Numancia de la Sagra,40.07732,-3.85654,Espagne,VRAI,FAUX,FAUX
O Busto,42.44799,-8.74338,Espagne,VRAI,FAUX,FAUX
O Castro,42.3740499,-8.72016,Espagne,VRAI,FAUX,FAUX
O Cerquido,42.0933467,-8.6222774,Espagne,VRAI,FAUX,FAUX
O Couso,42.45492,-8.61401,Espagne,VRAI,FAUX,FAUX
O Gabian,42.49125,-8.6168,Espagne,VRAI,FAUX,FAUX
Ojen,36.5654302,-4.8553046,Espagne,VRAI,FAUX,FAUX
Olesa de Montserrat,41.5421453,1.8941964,Espagne,VRAI,FAUX,FAUX
Ollers,41.43361,1.2184299,Espagne,VRAI,FAUX,FAUX
O Mato,42.2058836,-7.8136572,Espagne,VRAI,FAUX,FAUX
O Meson do Vento,43.150312,-8.3843957,Espagne,VRAI,FAUX,FAUX
Ondara,38.82817,0.0172,Espagne,VRAI,FAUX,FAUX
O Outeirino,42.47325,-8.60745,Espagne,VRAI,FAUX,FAUX
O Pereiro,42.3713145,-7.9520378,Espagne,VRAI,FAUX,FAUX
O Pereiro de Aguiar,42.3471386,-7.7995019,Espagne,VRAI,FAUX,FAUX
O Ribeiro,42.52941,-8.81096,Espagne,VRAI,FAUX,FAUX
Oroso Pequeno,42.9974998,-8.4323849,Espagne,VRAI,FAUX,FAUX
Orozko,43.1075643,-2.91129639999997,Espagne,VRAI,FAUX,FAUX
Os Fontans,42.48004,-8.59347,Espagne,VRAI,FAUX,FAUX
Os Valos,42.24209,-8.59979,Espagne,VRAI,FAUX,FAUX
O Temple,43.3163084,-8.3580854,Espagne,VRAI,FAUX,FAUX
Otero,40.00284,-4.51525,Espagne,VRAI,FAUX,FAUX
O Torron,42.41637,-8.07585,Espagne,VRAI,FAUX,FAUX
Oural,42.72004,-7.44597,Espagne,VRAI,FAUX,FAUX
Outeiro de Rei,43.10292,-7.61229,Espagne,VRAI,FAUX,FAUX
O Vinal,42.21602,-7.70575,Espagne,VRAI,FAUX,FAUX
Padrinan,42.8143699,-7.4271,Espagne,VRAI,FAUX,FAUX
Pajaron,39.9576316,-1.7827929,Espagne,VRAI,FAUX,FAUX
Palazuelos,41.0908969,-2.6906211,Espagne,VRAI,FAUX,FAUX
Palenzuela,42.0954946,-4.1282384,Espagne,VRAI,FAUX,FAUX
Palos de la Frontera,37.23457,-6.89471,Espagne,VRAI,FAUX,FAUX
Panes,43.32206,-4.58422,Espagne,VRAI,FAUX,FAUX
Paniza,41.2832962,-1.2109306,Espagne,VRAI,FAUX,FAUX
Parada de Rubiales,41.14735,-5.43104,Espagne,VRAI,FAUX,FAUX
Paranos,42.5662741,-8.5820282,Espagne,VRAI,FAUX,FAUX
Pardavila,42.36951,-8.70131,Espagne,VRAI,FAUX,FAUX
Paredes,42.3536721,-8.6256451,Espagne,VRAI,FAUX,FAUX
Parla,40.2381702,-3.7658151,Espagne,VRAI,FAUX,FAUX
Partovia,42.4065692,-8.0797481,Espagne,VRAI,FAUX,FAUX
Paxarinas,42.3918801,-8.8411429,Espagne,VRAI,FAUX,FAUX
Pedrafigueira,42.831567,-9.0890093,Espagne,VRAI,FAUX,FAUX
Pedreguer,38.795192,0.030968,Espagne,VRAI,FAUX,FAUX
Pelayo,36.0832688,-5.49800110000001,Espagne,VRAI,FAUX,FAUX
Penelas,42.2564162,-7.7704874,Espagne,VRAI,FAUX,FAUX
Peniscola,40.362808,0.40156,Espagne,VRAI,FAUX,FAUX
Peraleda de la Mata,39.871895,-5.46348,Espagne,VRAI,FAUX,FAUX
Peralta,42.3389757,-1.7990957,Espagne,VRAI,FAUX,FAUX
Pereiras,42.2651302,-7.7994357,Espagne,VRAI,FAUX,FAUX
Pilas,37.30337,-6.30097,Espagne,VRAI,FAUX,FAUX
Piles,38.944605,-0.126405,Espagne,VRAI,FAUX,FAUX
Pineiros,42.4700089,-8.6699345,Espagne,VRAI,FAUX,FAUX
Pintos,42.4094356,-8.6019819,Espagne,VRAI,FAUX,FAUX
Pira,41.4245917,1.2030372,Espagne,VRAI,FAUX,FAUX
Pitillas,42.42172,-1.62017,Espagne,VRAI,FAUX,FAUX
Poedo,42.19173,-7.68961,Espagne,VRAI,FAUX,FAUX
Pomar de Cinca,41.8517,0.1268,Espagne,VRAI,FAUX,FAUX
Porquerisses,41.62535,1.45911,Espagne,VRAI,FAUX,FAUX
Porrans,42.5413799,-8.63677,Espagne,VRAI,FAUX,FAUX
Porrua,43.4124678,-4.8023059,Espagne,VRAI,FAUX,FAUX
Portizo,42.44744,-7.61767,Espagne,VRAI,FAUX,FAUX
Porto de Eguas,42.3989927,-8.0871243,Espagne,VRAI,FAUX,FAUX
Pozancos,41.1115708,-2.6602061,Espagne,VRAI,FAUX,FAUX
Pradobo,42.3642703,-7.9504734,Espagne,VRAI,FAUX,FAUX
Pradorrey,42.4959,-6.12007,Espagne,VRAI,FAUX,FAUX
Presqueira,42.21625,-7.6797,Espagne,VRAI,FAUX,FAUX
Puebla de Alfinden,41.63188,-0.75154,Espagne,VRAI,FAUX,FAUX
Puebla de la Calzada,38.8916944,-6.6235969,Espagne,VRAI,FAUX,FAUX
Pueyo De Marguillen,42.140041,0.36232,Espagne,VRAI,FAUX,FAUX
Punta Umbria,37.18278,-6.96194,Espagne,VRAI,FAUX,FAUX
Punxin,42.3720072,-8.0009348,Espagne,VRAI,FAUX,FAUX
Quintanilla Vivar,42.4139098,-3.6883143,Espagne,VRAI,FAUX,FAUX
Quintans,42.43515,-8.77629,Espagne,VRAI,FAUX,FAUX
Rafal,38.1025264,-0.8510133,Espagne,VRAI,FAUX,FAUX
Rairos,42.4614,-7.32007,Espagne,VRAI,FAUX,FAUX
Ramil,43.0607021599776,-7.59988685200801,Espagne,VRAI,FAUX,FAUX
Rande,42.286629,-8.6466645,Espagne,VRAI,FAUX,FAUX
Raxo,42.4044488,-8.7501878,Espagne,VRAI,FAUX,FAUX
Razamonde,42.3319122,-8.0509889,Espagne,VRAI,FAUX,FAUX
Rebolledo,42.8934228,-4.1587347,Espagne,VRAI,FAUX,FAUX
Reboredo,42.2898419,-7.8338522,Espagne,VRAI,FAUX,FAUX
Reillo,39.9052025,-1.8714714,Espagne,VRAI,FAUX,FAUX
Retana,42.9042997,-2.6439885,Espagne,VRAI,FAUX,FAUX
Rianxo,42.6513206,-8.8166051,Espagne,VRAI,FAUX,FAUX
Riocabado,40.830421,-4.80442,Espagne,VRAI,FAUX,FAUX
Riudecols,41.1684399,0.977,Espagne,VRAI,FAUX,FAUX
Roales,41.5526204,-5.7708032,Espagne,VRAI,FAUX,FAUX
Roblido,42.4044959,-7.160197,Espagne,VRAI,FAUX,FAUX
Robra,43.08608,-7.6202,Espagne,VRAI,FAUX,FAUX
Rocafort,39.53333,-0.4,Espagne,VRAI,FAUX,FAUX
Roldan,37.797287,-1.0090982,Espagne,VRAI,FAUX,FAUX
Rosende,42.4568387,-7.620097,Espagne,VRAI,FAUX,FAUX
Roxos,42.87648,-8.60794,Espagne,VRAI,FAUX,FAUX
Rozuelo,42.6496988,-6.3435461,Espagne,VRAI,FAUX,FAUX
Rua de Francos,42.81331,-8.62192,Espagne,VRAI,FAUX,FAUX
Rubiacos,42.3872799,-7.7035,Espagne,VRAI,FAUX,FAUX
Rubin,42.33235,-8.06624,Espagne,VRAI,FAUX,FAUX
Sabaceda,42.28875,-8.74698,Espagne,VRAI,FAUX,FAUX
Sabarei de Arriba,42.8965,-7.46483,Espagne,VRAI,FAUX,FAUX
Sabarigo,42.3358599,-8.74993,Espagne,VRAI,FAUX,FAUX
Sagrajas,38.9225052,-6.9028028,Espagne,VRAI,FAUX,FAUX
Salar,38.0147,-1.05515,Espagne,VRAI,FAUX,FAUX
Salinillas de Buradon,42.6333333,-2.8333333,Espagne,VRAI,FAUX,FAUX
Sallent de Gallego,42.788701,-0.34879,Espagne,VRAI,FAUX,FAUX
Salvadios,40.877032,-5.10184,Espagne,VRAI,FAUX,FAUX
San Adrian,42.335722,-1.9367994,Espagne,VRAI,FAUX,FAUX
San Bartolome,38.09016,-0.8600677,Espagne,VRAI,FAUX,FAUX
San Facundo,42.46097,-8.00977,Espagne,VRAI,FAUX,FAUX
San Felipe Neri,38.1768207,-0.7969733,Espagne,VRAI,FAUX,FAUX
San Fiz,42.22085,-7.83745,Espagne,VRAI,FAUX,FAUX
San Lourenzo,42.3084091,-8.6922902,Espagne,VRAI,FAUX,FAUX
San Martino de Alvaredos,42.3883982,-7.179305,Espagne,VRAI,FAUX,FAUX
San Miguel de Aras,43.32885,-3.50697,Espagne,VRAI,FAUX,FAUX
San Miguel do Campo,42.3722851,-7.7723047,Espagne,VRAI,FAUX,FAUX
