name_norm,latitude,longitude,country,is_city,is_main_station,is_airport
Ajofrin,39.712318,-3.98236,Espagne,VRAI,FAUX,FAUX
Alameda de Cervera,39.2651581,-3.1271584,Espagne,VRAI,FAUX,FAUX
Alameda de la Sagra,40.0103215,-3.7918652,Espagne,VRAI,FAUX,FAUX
Alamillo,38.680649,-4.79166,Espagne,VRAI,FAUX,FAUX
Alaminos,40.8628084,-2.7263539,Espagne,VRAI,FAUX,FAUX
Alange,38.7858797,-6.2442321,Espagne,VRAI,FAUX,FAUX
Alarcon,39.5462575,-2.0891343,Espagne,VRAI,FAUX,FAUX
Alatoz,39.096508300000004,-1.3626433,Espagne,VRAI,FAUX,FAUX
Albaladejo,38.6180748,-2.8091095,Espagne,VRAI,FAUX,FAUX
Albarreal de Tajo,39.8974092,-4.2287675,Espagne,VRAI,FAUX,FAUX
Albatana,38.5719998,-1.5205598,Espagne,VRAI,FAUX,FAUX
Alberche del Caudillo,39.9110329,-4.9307028,Espagne,VRAI,FAUX,FAUX
Alborea,39.279488,-1.3963552,Espagne,VRAI,FAUX,FAUX
Alcadozo,38.649278700000004,-1.9806713,Espagne,VRAI,FAUX,FAUX
Alcahozo,39.4157524,-1.6282739,Espagne,VRAI,FAUX,FAUX
Alcalali,38.7497921,-0.0393963,Espagne,VRAI,FAUX,FAUX
Alcaracejos,38.3891958,-4.9675599,Espagne,VRAI,FAUX,FAUX
Alcaraz,38.66667,-2.48333,Espagne,VRAI,FAUX,FAUX
Alcaudete de la Jara,39.79318,-4.87055,Espagne,VRAI,FAUX,FAUX
Alcolea de Calatrava,38.9869438,-4.1168383,Espagne,VRAI,FAUX,FAUX
Alcolea del Pinar,41.0363969,-2.4672145,Espagne,VRAI,FAUX,FAUX
Alcolea de Tajo,39.80831,-5.14903,Espagne,VRAI,FAUX,FAUX
Alcollarin,39.2446349,-5.738875,Espagne,VRAI,FAUX,FAUX
Alcubillas,38.753719,-3.13395,Espagne,VRAI,FAUX,FAUX
Aldea del Rey,38.737019,-3.83986,Espagne,VRAI,FAUX,FAUX
Aldeahermosa,38.3283623,-3.1271584,Espagne,VRAI,FAUX,FAUX
Aldea Moret,39.3432033,-6.5738421,Espagne,VRAI,FAUX,FAUX
Aldeanueva de Barbarroya,39.7606479,-5.0202537,Espagne,VRAI,FAUX,FAUX
Aldeanueva de la Vera,40.1273826,-5.7016484,Espagne,VRAI,FAUX,FAUX
Aldeanueva de San Bartolome,39.6367306,-5.1115268,Espagne,VRAI,FAUX,FAUX
Aldeaseca,41.046631,-4.81602,Espagne,VRAI,FAUX,FAUX
Aldeavieja,40.74242,-4.46896,Espagne,VRAI,FAUX,FAUX
Aldeyuso,41.5604664,-4.1343824,Espagne,VRAI,FAUX,FAUX
Aldunate,42.65469,-1.37276,Espagne,VRAI,FAUX,FAUX
Algora,40.9613882,-2.6667109,Espagne,VRAI,FAUX,FAUX
Alhambra,38.8992926,-3.0518487,Espagne,VRAI,FAUX,FAUX
Alhaurin el Grande,36.6428298,-4.6876707,Espagne,VRAI,FAUX,FAUX
Alia,39.4488049,-5.2174822,Espagne,VRAI,FAUX,FAUX
Aliaguilla,39.7407409,-1.3257638,Espagne,VRAI,FAUX,FAUX
Almacelles,41.730115,0.456365,Espagne,VRAI,FAUX,FAUX
Almaden,38.7744644,-4.8326215,Espagne,VRAI,FAUX,FAUX
Almaden de la Plata,37.8730224,-6.0815246,Espagne,VRAI,FAUX,FAUX
Almadrones,40.9012336,-2.7738118,Espagne,VRAI,FAUX,FAUX
Almaraz,39.787855,-5.653685,Espagne,VRAI,FAUX,FAUX
Almedina,38.6243347,-2.9544372,Espagne,VRAI,FAUX,FAUX
Almendral,38.6134369,-6.8210319,Espagne,VRAI,FAUX,FAUX
Almendros,39.9204502,-2.8845246,Espagne,VRAI,FAUX,FAUX
Almodovar del Pinar,39.7247767,-1.9013761,Espagne,VRAI,FAUX,FAUX
Almonacid de Toledo,39.753635,-3.8534369,Espagne,VRAI,FAUX,FAUX
Almudevar,42.051001,-0.58172,Espagne,VRAI,FAUX,FAUX
Alquezar,42.173464,1.05e-4,Espagne,VRAI,FAUX,FAUX
Alto do Couso,42.3118318,-7.6752637,Espagne,VRAI,FAUX,FAUX
Alto do Rodicio,42.30003,-7.59525,Espagne,VRAI,FAUX,FAUX
Altorricon,41.78792,0.407525,Espagne,VRAI,FAUX,FAUX
A Madanela,41.917,-7.58832,Espagne,VRAI,FAUX,FAUX
Amorebieta,43.21667,-2.73333,Espagne,VRAI,FAUX,FAUX
Anchuras,39.4798233,-4.8371792,Espagne,VRAI,FAUX,FAUX
Anquela del Ducado,40.9712388,-2.1309081,Espagne,VRAI,FAUX,FAUX
Antas (Pontevedra),42.40946,-8.42422,Espagne,VRAI,FAUX,FAUX
A Pedrosa,41.92397,-7.64493,Espagne,VRAI,FAUX,FAUX
A Pobra do Caraminal,42.6031661,-8.9386899,Espagne,VRAI,FAUX,FAUX
A Ponte do Porto,43.1373119,-9.1150455,Espagne,VRAI,FAUX,FAUX
A Ponte do Vao,42.9617586,-7.4776958,Espagne,VRAI,FAUX,FAUX
A Ponte Nafonso,42.8250059,-8.875574,Espagne,VRAI,FAUX,FAUX
A Pousa,41.9743799,-7.92898,Espagne,VRAI,FAUX,FAUX
Aragoncillo,40.9352649,-2.04498,Espagne,VRAI,FAUX,FAUX
Arcicollar,40.0550621,-4.1162928,Espagne,VRAI,FAUX,FAUX
Arenas de San Juan,39.21867,-3.50157,Espagne,VRAI,FAUX,FAUX
Arenas de San Pedro,40.2087044,-5.0912644,Espagne,VRAI,FAUX,FAUX
Arenillas de Riopisuerga,42.35765,-4.23208,Espagne,VRAI,FAUX,FAUX
Argamasilla de Alba,39.1264201,-3.0951959000000002,Espagne,VRAI,FAUX,FAUX
Arganda del Rey,40.300286,-3.44472,Espagne,VRAI,FAUX,FAUX
Argecilla,40.8833661,-2.8172062,Espagne,VRAI,FAUX,FAUX
Arges,39.80645,-4.05808,Espagne,VRAI,FAUX,FAUX
Arguis,42.321199,-0.424625,Espagne,VRAI,FAUX,FAUX
Arquillos,38.1810037,-3.428383,Espagne,VRAI,FAUX,FAUX
Arresa,42.49081,-0.09986,Espagne,VRAI,FAUX,FAUX
Arroba de los Montes,39.1531377,-4.5431032,Espagne,VRAI,FAUX,FAUX
Arroyo Cerezo,40.1215665,-1.4196142,Espagne,VRAI,FAUX,FAUX
Arroyo de Cuellar,41.3344782,-4.370757,Espagne,VRAI,FAUX,FAUX
Arzua,42.9296884,-8.1607836,Espagne,VRAI,FAUX,FAUX
A Saceda,41.93461,-7.63065,Espagne,VRAI,FAUX,FAUX
As Antas,42.5045793,-8.2503483,Espagne,VRAI,FAUX,FAUX
As Estibadas,42.0096077,-7.5542436,Espagne,VRAI,FAUX,FAUX
Aso-Veral,42.618679,-0.92683,Espagne,VRAI,FAUX,FAUX
Aspera,42.5517179,-7.9414092,Espagne,VRAI,FAUX,FAUX
Astudillo,42.1906248,-4.2911521,Espagne,VRAI,FAUX,FAUX
Atalaya del Canavate,39.5178301,-2.2526546,Espagne,VRAI,FAUX,FAUX
A Teixeira,42.3730554,-7.4808381,Espagne,VRAI,FAUX,FAUX
A Tolda,42.512439,-7.871565,Espagne,VRAI,FAUX,FAUX
Avinyo Nou,41.3610164,1.7766431,Espagne,VRAI,FAUX,FAUX
Avion-Bus,42.4452547,-8.2711926,Espagne,VRAI,FAUX,FAUX
A Xironda,41.8986779,-7.6393248,Espagne,VRAI,FAUX,FAUX
Ayna,38.5547353,-2.0720356,Espagne,VRAI,FAUX,FAUX
Ayora,39.059463,-1.0577835,Espagne,VRAI,FAUX,FAUX
Azanon,40.6863364,-2.5442472,Espagne,VRAI,FAUX,FAUX
Azucaica,39.88378,-3.97093,Espagne,VRAI,FAUX,FAUX
Azutan,39.7857221,-5.1270367,Espagne,VRAI,FAUX,FAUX
Balazote,38.8839241,-2.1507681,Espagne,VRAI,FAUX,FAUX
Ballesteros,39.275681,-3.96455,Espagne,VRAI,FAUX,FAUX
Ballesteros de Calatrava,38.8338122,-3.945765,Espagne,VRAI,FAUX,FAUX
Baltanas,41.938211,-4.242708,Espagne,VRAI,FAUX,FAUX
Baltar,41.9503658,-7.7161594,Espagne,VRAI,FAUX,FAUX
Banuelos,41.2861096,-2.9144746,Espagne,VRAI,FAUX,FAUX
Barcenillas,43.2414129,-4.2838914,Espagne,VRAI,FAUX,FAUX
Bargas,39.9389411,-4.0218098,Espagne,VRAI,FAUX,FAUX
Barranco de los Asensios,37.5294561,-1.5276713,Espagne,VRAI,FAUX,FAUX
Barroman,41.067493,-4.936035,Espagne,VRAI,FAUX,FAUX
Beas de Segura,38.25,-2.88333,Espagne,VRAI,FAUX,FAUX
Begur,41.950359,3.20289,Espagne,VRAI,FAUX,FAUX
Belltall,41.50497,1.18558,Espagne,VRAI,FAUX,FAUX
Belmontejo,39.8207838,-2.3527806,Espagne,VRAI,FAUX,FAUX
Belvis de la Jara,39.7600419,-4.9493792,Espagne,VRAI,FAUX,FAUX
Benatae,38.35323,-2.65121,Espagne,VRAI,FAUX,FAUX
Benimantell,38.6765084,-0.2099271,Espagne,VRAI,FAUX,FAUX
Benquerencia de la Serena,38.6431779,-5.5357942,Espagne,VRAI,FAUX,FAUX
Berlanga de Duero,41.4641661,-2.8623566,Espagne,VRAI,FAUX,FAUX
Bermo,42.6637622,-8.8878449,Espagne,VRAI,FAUX,FAUX
Bernardos,41.1279371,-4.3503914,Espagne,VRAI,FAUX,FAUX
Bidueira,42.26227,-7.1960942,Espagne,VRAI,FAUX,FAUX
Bienvenida,38.298546,-6.2097253,Espagne,VRAI,FAUX,FAUX
Binaced,41.802385,0.17774,Espagne,VRAI,FAUX,FAUX
Bohonal de Ibor,39.7843524,-5.484163,Espagne,VRAI,FAUX,FAUX
Boiro,42.647476,-8.8833538,Espagne,VRAI,FAUX,FAUX
Bolonia,36.0887959,-5.7745904,Espagne,VRAI,FAUX,FAUX
Boltana,42.446035,0.08177,Espagne,VRAI,FAUX,FAUX
Boniches,39.985625400000004,-1.6235637,Espagne,VRAI,FAUX,FAUX
Borox,40.0721403,-3.7388081,Espagne,VRAI,FAUX,FAUX
Boveda,42.6233736,-7.4847719,Espagne,VRAI,FAUX,FAUX
Bovera,41.31667,0.65,Espagne,VRAI,FAUX,FAUX
Brihuega,40.7619928,-2.8695567,Espagne,VRAI,FAUX,FAUX
Broto,42.609901,-0.10366,Espagne,VRAI,FAUX,FAUX
Brovales,38.3505771,-6.6831929,Espagne,VRAI,FAUX,FAUX
Buenache de Alarcon,39.6547259,-2.1575433,Espagne,VRAI,FAUX,FAUX
Buenasbodas,39.6426953,-4.9487224,Espagne,VRAI,FAUX,FAUX
Buenavista,37.342869,-3.81362,Espagne,VRAI,FAUX,FAUX
Buera,42.140072,0.04212,Espagne,VRAI,FAUX,FAUX
Burela,43.6602954,-7.3611092,Espagne,VRAI,FAUX,FAUX
Burgui,42.7209506,-1.0029834,Espagne,VRAI,FAUX,FAUX
Burguillos de Toledo,39.7984624,-3.9916696,Espagne,VRAI,FAUX,FAUX
Burujon,39.9017008,-4.299521,Espagne,VRAI,FAUX,FAUX
Bustelos,42.3431299980644,-7.4637508392334,Espagne,VRAI,FAUX,FAUX
Cabanabona,41.8514221,1.2184809,Espagne,VRAI,FAUX,FAUX
Cabanas de la Sagra,40.0038786,-3.951802,Espagne,VRAI,FAUX,FAUX
Cabanas de Yepes,39.8896208,-3.5363656,Espagne,VRAI,FAUX,FAUX
Cabezarados,38.8448722,-4.2987379,Espagne,VRAI,FAUX,FAUX
Cabrejas,40.049999,-2.35,Espagne,VRAI,FAUX,FAUX
Cadaques,42.2887571,3.2779723,Espagne,VRAI,FAUX,FAUX
Cadron,42.7436015,-8.0590796,Espagne,VRAI,FAUX,FAUX
Caldas de Reis,42.6057562,-8.6438247,Espagne,VRAI,FAUX,FAUX
Calera y Chozas,39.8814758,-4.9784496,Espagne,VRAI,FAUX,FAUX
Caleruela,39.870924,-5.25802,Espagne,VRAI,FAUX,FAUX
Calzada de Calatrava,38.6997514,-3.7714464,Espagne,VRAI,FAUX,FAUX
Calzadilla de los Barros,38.3004641,-6.3174614,Espagne,VRAI,FAUX,FAUX
Camarena,40.0914294,-4.1193959,Espagne,VRAI,FAUX,FAUX
Camarzana de Tera,41.9956086,-6.0268967,Espagne,VRAI,FAUX,FAUX
Cambroncino,40.3426026,-6.2365991,Espagne,VRAI,FAUX,FAUX
Caminomorisco,40.325353,-6.2902891,Espagne,VRAI,FAUX,FAUX
Campaspero,41.4914833,-4.1940992,Espagne,VRAI,FAUX,FAUX
Campillo de Altobuey,39.6076526,-1.799745,Espagne,VRAI,FAUX,FAUX
Campillo de la Virgen,38.7598639,-1.8906683,Espagne,VRAI,FAUX,FAUX
Campillo de Llerena,38.500368,-5.8312424,Espagne,VRAI,FAUX,FAUX
Campillos-Paravientos,39.9739038,-1.5455,Espagne,VRAI,FAUX,FAUX
Campo Lugar,39.1955575,-5.7709638,Espagne,VRAI,FAUX,FAUX
Camporrotuno,42.345558,0.16043,Espagne,VRAI,FAUX,FAUX
Camunas,39.4287949,-3.4561456,Espagne,VRAI,FAUX,FAUX
Canal De Berdun,42.603168,-0.85884,Espagne,VRAI,FAUX,FAUX
Canales (Granada),37.1541433,-3.4799865,Espagne,VRAI,FAUX,FAUX
Canales de Molina,40.9029536,-1.9786724,Espagne,VRAI,FAUX,FAUX
Canamares,40.4510067,-2.2402728,Espagne,VRAI,FAUX,FAUX
Canamero,39.38028,-5.3888991,Espagne,VRAI,FAUX,FAUX
Can Bonastre,41.5058776966007,1.77506446838379,Espagne,VRAI,FAUX,FAUX
Candeleda,40.1551068,-5.2397788,Espagne,VRAI,FAUX,FAUX
Canete,40.0426612,-1.6481392,Espagne,VRAI,FAUX,FAUX
Canillas de Esgueva,41.75456,-4.1260196,Espagne,VRAI,FAUX,FAUX
Canizal,41.17091,-5.36759,Espagne,VRAI,FAUX,FAUX
Canredondo,40.8124281,-2.4944242,Espagne,VRAI,FAUX,FAUX
Capilla,38.82386,-5.08448,Espagne,VRAI,FAUX,FAUX
Capolat,42.0772,1.75352,Espagne,VRAI,FAUX,FAUX
Caracuel de Calatrava,38.8451198,-4.0634771,Espagne,VRAI,FAUX,FAUX
Carboneros,38.2322629,-3.6307059,Espagne,VRAI,FAUX,FAUX
Carcelen,39.1021624,-1.3089706,Espagne,VRAI,FAUX,FAUX
Cardena,38.2700436,-4.3244079,Espagne,VRAI,FAUX,FAUX
Cardiel de los Montes,40.06394,-4.65606,Espagne,VRAI,FAUX,FAUX
Caritel,42.3803573,-8.4606551,Espagne,VRAI,FAUX,FAUX
Carme,41.5308177,1.6234148,Espagne,VRAI,FAUX,FAUX
Carmena,39.9555682,-4.4015419,Espagne,VRAI,FAUX,FAUX
Carmonita,39.1549095,-6.3398896,Espagne,VRAI,FAUX,FAUX
Carnota,42.8518823,-9.0928341,Espagne,VRAI,FAUX,FAUX
Carrascalejo,39.6471,-5.2161,Espagne,VRAI,FAUX,FAUX
Carrascosa de Haro,39.5986887,-2.54225,Espagne,VRAI,FAUX,FAUX
Carrascosa del Campo,40.036732,-2.73712,Espagne,VRAI,FAUX,FAUX
Carrion de Calatrava,39.0178921,-3.8184667,Espagne,VRAI,FAUX,FAUX
Carrizosa,38.8405154,-2.9919325,Espagne,VRAI,FAUX,FAUX
Casarrubios del Monte,40.2202639,-4.0779208,Espagne,VRAI,FAUX,FAUX
Casas de Don Pedro,39.1056295,-5.3285516,Espagne,VRAI,FAUX,FAUX
Casas de Juan Nunez,39.1002126,-1.5583435,Espagne,VRAI,FAUX,FAUX
Casas del Olmo,39.3046662,-1.7713276,Espagne,VRAI,FAUX,FAUX
Casas Del Puerto,39.020821,-1.5578,Espagne,VRAI,FAUX,FAUX
Casas del Senor,38.4068464,-0.9528014,Espagne,VRAI,FAUX,FAUX
Casas de Miravete,39.737965,-5.774425,Espagne,VRAI,FAUX,FAUX
Casas de Ves,39.259292,-1.3327098,Espagne,VRAI,FAUX,FAUX
Casas-Ibanez,39.28673,-1.47143,Espagne,VRAI,FAUX,FAUX
Casasimarro,39.3917214,-2.0349985,Espagne,VRAI,FAUX,FAUX
Casavieja,40.2810107,-4.7667718,Espagne,VRAI,FAUX,FAUX
Casillas,40.3252676,-4.5708252,Espagne,VRAI,FAUX,FAUX
Casillas de Marin de Abajo,38.9439144,-1.3125741,Espagne,VRAI,FAUX,FAUX
Castellar de la Muela,40.8196278,-1.7581411,Espagne,VRAI,FAUX,FAUX
Castilblanco,39.2822506,-5.090945,Espagne,VRAI,FAUX,FAUX
Castilblanco de los Arroyos,37.6741826,-5.9898676,Espagne,VRAI,FAUX,FAUX
Castillejo de Iniesta,39.5262831,-1.7603321,Espagne,VRAI,FAUX,FAUX
Castillo de Bayuela,40.102290000000004,-4.682823,Espagne,VRAI,FAUX,FAUX
Castro Caldelas,42.3737407,-7.4180700999999996,Espagne,VRAI,FAUX,FAUX
Castrojeriz,42.2865396,-4.1415212,Espagne,VRAI,FAUX,FAUX
Caxide,42.3763467,-7.5852049,Espagne,VRAI,FAUX,FAUX
Cedeira,43.65728,-8.0492899,Espagne,VRAI,FAUX,FAUX
Celanova,42.1494564,-7.957717,Espagne,VRAI,FAUX,FAUX
Celeiros,42.36191,-7.48512,Espagne,VRAI,FAUX,FAUX
Cendoi,42.82161,-7.55206,Espagne,VRAI,FAUX,FAUX
Cenizate,39.3042895,-1.6606527,Espagne,VRAI,FAUX,FAUX
Cepeda,40.46764,-6.0394652,Espagne,VRAI,FAUX,FAUX
Cerdedo,42.5321038,-8.3901916,Espagne,VRAI,FAUX,FAUX
Cerdeira,42.34619,-7.31632,Espagne,VRAI,FAUX,FAUX
Cerecinos de Campos,41.898556,-5.48853,Espagne,VRAI,FAUX,FAUX
Cevico Navero,41.8618499,-4.1836,Espagne,VRAI,FAUX,FAUX
Chamoso,42.95,-7.43333,Espagne,VRAI,FAUX,FAUX
Chapineria,40.3791663,-4.2094523,Espagne,VRAI,FAUX,FAUX
Chillon,38.7965593,-4.8663254,Espagne,VRAI,FAUX,FAUX
Chinchilla de Monte-Aragon,38.9199691,-1.7227821,Espagne,VRAI,FAUX,FAUX
Chozas de Canales,40.0975356,-4.0450607,Espagne,VRAI,FAUX,FAUX
Cifuentes,40.7836655,-2.6226489,Espagne,VRAI,FAUX,FAUX
Cillas,40.9420351,-1.8482941,Espagne,VRAI,FAUX,FAUX
Cobeja,40.0269771,-3.8593928,Espagne,VRAI,FAUX,FAUX
Cobisa,39.8050189,-4.024826,Espagne,VRAI,FAUX,FAUX
Cofrentes,39.229485,-1.0616065,Espagne,VRAI,FAUX,FAUX
Cogollor,40.848176,-2.744075,Espagne,VRAI,FAUX,FAUX
Coin,36.659484,-4.753782,Espagne,VRAI,FAUX,FAUX
Coll de Nargo,42.17473,1.31694,Espagne,VRAI,FAUX,FAUX
Collet,40.2672483,-0.0191018,Espagne,VRAI,FAUX,FAUX
Colmenar,36.90519,-4.33557,Espagne,VRAI,FAUX,FAUX
Colunga,43.48531,-5.27009,Espagne,VRAI,FAUX,FAUX
Colungo,42.172241,0.06487,Espagne,VRAI,FAUX,FAUX
Comares,36.84929,-4.24664,Espagne,VRAI,FAUX,FAUX
Comiols,42.025439,1.1009844,Espagne,VRAI,FAUX,FAUX
Comoxo,42.6785117,-8.8870193,Espagne,VRAI,FAUX,FAUX
Congostro,42.04538,-7.877,Espagne,VRAI,FAUX,FAUX
Conil de la Frontera,36.277194,-6.088497,Espagne,VRAI,FAUX,FAUX
Conso,42.17801,-7.17218,Espagne,VRAI,FAUX,FAUX
Consuegra,39.4642436,-3.609117,Espagne,VRAI,FAUX,FAUX
Corbon,42.8263653,-6.5029765,Espagne,VRAI,FAUX,FAUX
Cordobilla de Lacara,39.1470673,-6.4356937,Espagne,VRAI,FAUX,FAUX
Coria,39.987879,-6.537718,Espagne,VRAI,FAUX,FAUX
Corme-Porto,43.26651,-8.96139,Espagne,VRAI,FAUX,FAUX
Cornellana,43.41384,-6.15914,Espagne,VRAI,FAUX,FAUX
Corral de Almaguer,39.7607239,-3.1704355,Espagne,VRAI,FAUX,FAUX
Corral de Calatrava,38.8578812,-4.0810451,Espagne,VRAI,FAUX,FAUX
Corrales del Vino,41.3578759,-5.7256116,Espagne,VRAI,FAUX,FAUX
Corral-Rubio,38.8339,-1.46013,Espagne,VRAI,FAUX,FAUX
Cortes de Baza,37.65514,-2.77166,Espagne,VRAI,FAUX,FAUX
Cortijo de Arriba,39.316319,-4.06473,Espagne,VRAI,FAUX,FAUX
Cosio,43.232201,-4.40032,Espagne,VRAI,FAUX,FAUX
Covanera,42.73429,-3.80184,Espagne,VRAI,FAUX,FAUX
Cozar,38.658662,-3.0713944,Espagne,VRAI,FAUX,FAUX
Cretas,40.9280108,0.212649,Espagne,VRAI,FAUX,FAUX
Criales,42.91867,-3.33011,Espagne,VRAI,FAUX,FAUX
Cuacos de Yuste,40.1053635,-5.7230388,Espagne,VRAI,FAUX,FAUX
Cualedro,41.9883948,-7.5954424,Espagne,VRAI,FAUX,FAUX
Cubells,41.85062,0.959,Espagne,VRAI,FAUX,FAUX
Cubillas,42.3716728,-5.5085913,Espagne,VRAI,FAUX,FAUX
Cudillero,43.56217,-6.14589,Espagne,VRAI,FAUX,FAUX
Cuellar,41.3982563,-4.3111815,Espagne,VRAI,FAUX,FAUX
Cuerva,39.6642645,-4.211207,Espagne,VRAI,FAUX,FAUX
Cuesta Blanca,37.6426,-1.09562,Espagne,VRAI,FAUX,FAUX
Cuesta de la Palma,37.13678,-4.27849,Espagne,VRAI,FAUX,FAUX
Cuevas Bajas,37.23526,-4.48714,Espagne,VRAI,FAUX,FAUX
Cuevas del Almanzora,37.29646,-1.88466,Espagne,VRAI,FAUX,FAUX
Cuevas del Valle,40.2937776,-5.0091451,Espagne,VRAI,FAUX,FAUX
Cuevas de San Marcos,37.26666,-4.41432,Espagne,VRAI,FAUX,FAUX
Cuevas Labradas,40.4526149,-1.04963580000003,Espagne,VRAI,FAUX,FAUX
Culebron,38.4219689,-0.9931214,Espagne,VRAI,FAUX,FAUX
Cullar,37.58411,-2.57574,Espagne,VRAI,FAUX,FAUX
Cuntis,42.6348248,-8.5629634,Espagne,VRAI,FAUX,FAUX
Cures,42.6985714,-8.8900114,Espagne,VRAI,FAUX,FAUX
Daroca,41.1144048,-1.4144344,Espagne,VRAI,FAUX,FAUX
Darro,37.34987,-3.29465,Espagne,VRAI,FAUX,FAUX
Daya Nueva,38.1142353,-0.7598168,Espagne,VRAI,FAUX,FAUX
Daya Vieja,38.1048,-0.73804,Espagne,VRAI,FAUX,FAUX
Deba,43.29571,-2.35213,Espagne,VRAI,FAUX,FAUX
Dehesas de Guadix,37.58876,-3.10318,Espagne,VRAI,FAUX,FAUX
Destriana,42.32729,-6.09573,Espagne,VRAI,FAUX,FAUX
Diezma,37.31982,-3.33256,Espagne,VRAI,FAUX,FAUX
Dobro,42.80737,-3.63318,Espagne,VRAI,FAUX,FAUX
Docenario,38.6779412,-5.6925356,Espagne,VRAI,FAUX,FAUX
Dolar,37.1781955,-2.9913808,Espagne,VRAI,FAUX,FAUX
Doneztebe,43.1328704,-1.67181770000002,Espagne,VRAI,FAUX,FAUX
Dor,43.1372011,-9.1364419,Espagne,VRAI,FAUX,FAUX
Dosbarrios,39.8829302,-3.4805705,Espagne,VRAI,FAUX,FAUX
Durango,43.17124,-2.6338,Espagne,VRAI,FAUX,FAUX
Durcal,36.9879139,-3.5662605,Espagne,VRAI,FAUX,FAUX
Ecija,37.542203,-5.082599,Espagne,VRAI,FAUX,FAUX
El Acebron,39.9089443,-2.9844311,Espagne,VRAI,FAUX,FAUX
El Almendro,37.50756,-7.27038,Espagne,VRAI,FAUX,FAUX
El Ballestero,38.8417734,-2.4539035,Espagne,VRAI,FAUX,FAUX
El Bodon,40.487851,-6.5750022,Espagne,VRAI,FAUX,FAUX
El Bosque,36.75828,-5.50535,Espagne,VRAI,FAUX,FAUX
El Burgo de Osma,41.58333,-3.06667,Espagne,VRAI,FAUX,FAUX
El Caliero,43.4824135,-6.1501701,Espagne,VRAI,FAUX,FAUX
el Campello,38.42885,-0.39774,Espagne,VRAI,FAUX,FAUX
El Campillo,37.69454,-6.6298,Espagne,VRAI,FAUX,FAUX
El Campillo de la Jara,39.5895518,-5.0548839,Espagne,VRAI,FAUX,FAUX
El Canavate,39.5443264,-2.3036426,Espagne,VRAI,FAUX,FAUX
El Carpio de Tajo,39.8881804,-4.4569364,Espagne,VRAI,FAUX,FAUX
El Casar de Escalona,40.0469928,-4.5225009,Espagne,VRAI,FAUX,FAUX
El Chaparral,38.0090587,-0.6945117,Espagne,VRAI,FAUX,FAUX
El Cristo del Espiritu Santo,39.196545,-4.033032,Espagne,VRAI,FAUX,FAUX
El Crucero,43.3435993,-6.3857775,Espagne,VRAI,FAUX,FAUX
El Cuervo,36.8527976,-6.0385235,Espagne,VRAI,FAUX,FAUX
El Gastor,36.85478,-5.32334,Espagne,VRAI,FAUX,FAUX
El Gos,41.8861575,1.1338198,Espagne,VRAI,FAUX,FAUX
El Grado,42.108885,0.22929,Espagne,VRAI,FAUX,FAUX
El Granado,37.51976,-7.41605,Espagne,VRAI,FAUX,FAUX
El Herrumblar,39.40215,-1.6237067,Espagne,VRAI,FAUX,FAUX
El Hijate,37.3954485,-2.593194,Espagne,VRAI,FAUX,FAUX
El Hoyo de Pinares,40.5002035,-4.4254637,Espagne,VRAI,FAUX,FAUX
Eljas,40.21568,-6.8451504,Espagne,VRAI,FAUX,FAUX
El Madrono,37.654556,-6.439145,Espagne,VRAI,FAUX,FAUX
El Mallol,42.148911,2.43881,Espagne,VRAI,FAUX,FAUX
El Margen,37.5234053,-2.2344293,Espagne,VRAI,FAUX,FAUX
El Membrillo,39.8393607,-4.8255838,Espagne,VRAI,FAUX,FAUX
El Miracle,41.9145056,1.5249889,Espagne,VRAI,FAUX,FAUX
El Molar (Madrid),40.73216,-3.57969,Espagne,VRAI,FAUX,FAUX
El Molinillo (Granada),37.306149,-3.425,Espagne,VRAI,FAUX,FAUX
El Moncayo,38.0585475,-0.6589685,Espagne,VRAI,FAUX,FAUX
El Oso,40.8425475,-4.7720852,Espagne,VRAI,FAUX,FAUX
El Payo,40.2874549,-6.7273229,Espagne,VRAI,FAUX,FAUX
El Pedernoso,39.483918,-2.744386,Espagne,VRAI,FAUX,FAUX
El Peral,39.4990328,-1.8970861,Espagne,VRAI,FAUX,FAUX
El Picazo,39.4475984,-2.0903988,Espagne,VRAI,FAUX,FAUX
El Pla del Penedes,41.41818,1.70964,Espagne,VRAI,FAUX,FAUX
el Poble Nou del Delta,40.64444,0.68682,Espagne,VRAI,FAUX,FAUX
El Pobo,40.5076116,-0.8609602,Espagne,VRAI,FAUX,FAUX
el Pont de Bar,42.3711,1.60538,Espagne,VRAI,FAUX,FAUX
el Pont de Suert,42.40815,0.74171,Espagne,VRAI,FAUX,FAUX
El Portil,37.2149,-7.0743,Espagne,VRAI,FAUX,FAUX
El Pozuelo,40.61964,-2.27646,Espagne,VRAI,FAUX,FAUX
El Provencio,39.3769,-2.57491,Espagne,VRAI,FAUX,FAUX
El Puente del Arzobispo,39.8031606,-5.1720631,Espagne,VRAI,FAUX,FAUX
El Real de la Jara,37.9487253,-6.1540241,Espagne,VRAI,FAUX,FAUX
El Real de San Vicente,40.1361432,-4.690278,Espagne,VRAI,FAUX,FAUX
El Recuenco,40.6151948,-2.3397292,Espagne,VRAI,FAUX,FAUX
El Robledo,39.218102,-4.28631,Espagne,VRAI,FAUX,FAUX
El Ronquillo,37.72628,-6.1762,Espagne,VRAI,FAUX,FAUX
